report_date,date,province,value
2020-04-12,2020-03-30,Flevoland,16
2020-04-12,2020-03-31,Flevoland,30
2020-04-12,2020-04-01,Flevoland,12
2020-04-12,2020-04-02,Flevoland,16
2020-04-12,2020-04-03,Flevoland,18
2020-04-12,2020-04-04,Flevoland,13
2020-04-12,2020-04-05,Flevoland,12
2020-04-12,2020-04-06,Flevoland,13
2020-04-12,2020-04-07,Flevoland,14
2020-04-12,2020-04-08,Flevoland,13
2020-04-12,2020-04-09,Flevoland,19
2020-04-12,2020-04-10,Flevoland,45
2020-04-12,2020-04-11,Flevoland,14
2020-04-12,2020-04-12,Flevoland,0
2020-04-12,2020-02-27,Limburg,0
2020-04-12,2020-02-28,Limburg,0
2020-04-12,2020-02-29,Limburg,0
2020-04-12,2020-03-01,Limburg,0
2020-04-12,2020-03-02,Limburg,1
2020-04-12,2020-03-03,Limburg,4
2020-04-12,2020-03-04,Limburg,4
2020-04-12,2020-03-05,Limburg,1
2020-04-12,2020-03-06,Limburg,2
2020-04-12,2020-03-07,Limburg,5
2020-04-12,2020-03-08,Limburg,7
2020-04-12,2020-03-09,Limburg,8
2020-04-12,2020-03-10,Limburg,20
2020-04-12,2020-03-11,Limburg,20
2020-04-12,2020-03-12,Limburg,21
2020-04-12,2020-03-13,Limburg,31
2020-04-12,2020-03-14,Limburg,33
2020-04-12,2020-03-15,Limburg,13
2020-04-12,2020-03-16,Limburg,58
2020-04-12,2020-03-17,Limburg,43
2020-04-12,2020-03-18,Limburg,51
2020-04-12,2020-03-19,Limburg,68
2020-04-12,2020-03-20,Limburg,91
2020-04-12,2020-03-21,Limburg,63
2020-04-12,2020-03-22,Limburg,71
2020-04-12,2020-03-23,Limburg,59
2020-04-12,2020-03-24,Limburg,126
2020-04-12,2020-03-25,Limburg,79
2020-04-12,2020-03-26,Limburg,113
2020-04-12,2020-03-27,Limburg,141
2020-04-12,2020-03-28,Limburg,83
2020-04-12,2020-03-29,Limburg,119
2020-04-12,2020-03-30,Limburg,84
2020-04-12,2020-03-31,Limburg,107
2020-04-12,2020-04-01,Limburg,78
2020-04-12,2020-04-02,Limburg,135
2020-04-12,2020-04-03,Limburg,123
2020-04-12,2020-04-04,Limburg,114
2020-04-12,2020-04-05,Limburg,94
2020-04-12,2020-04-06,Limburg,107
2020-04-12,2020-04-07,Limburg,119
2020-04-12,2020-04-08,Limburg,108
2020-04-12,2020-04-09,Limburg,107
2020-04-12,2020-04-10,Limburg,69
2020-04-12,2020-04-11,Limburg,71
2020-04-12,2020-04-12,Limburg,0
2020-04-12,2020-02-27,Noord-Brabant,1
2020-04-12,2020-02-28,Noord-Brabant,3
2020-04-12,2020-02-29,Noord-Brabant,5
2020-04-12,2020-03-01,Noord-Brabant,6
2020-04-12,2020-03-02,Noord-Brabant,13
2020-04-12,2020-03-03,Noord-Brabant,14
2020-04-12,2020-03-04,Noord-Brabant,15
2020-04-12,2020-03-05,Noord-Brabant,13
2020-04-12,2020-03-06,Noord-Brabant,15
2020-04-12,2020-03-07,Noord-Brabant,14
2020-04-12,2020-03-08,Noord-Brabant,54
2020-04-12,2020-03-09,Noord-Brabant,30
2020-04-12,2020-03-10,Noord-Brabant,62
2020-04-12,2020-03-11,Noord-Brabant,70
2020-04-12,2020-03-12,Noord-Brabant,89
2020-04-12,2020-03-13,Noord-Brabant,64
2020-04-12,2020-03-14,Noord-Brabant,55
2020-04-12,2020-03-15,Noord-Brabant,98
2020-04-12,2020-03-16,Noord-Brabant,77
2020-04-12,2020-03-17,Noord-Brabant,117
2020-04-12,2020-03-18,Noord-Brabant,144
2020-04-12,2020-03-19,Noord-Brabant,154
2020-04-12,2020-03-20,Noord-Brabant,160
2020-04-12,2020-03-21,Noord-Brabant,259
2020-04-12,2020-03-22,Noord-Brabant,145
2020-04-12,2020-03-23,Noord-Brabant,151
2020-04-12,2020-03-24,Noord-Brabant,357
2020-04-12,2020-03-25,Noord-Brabant,228
2020-04-12,2020-03-26,Noord-Brabant,233
2020-04-12,2020-03-27,Noord-Brabant,256
2020-04-12,2020-03-28,Noord-Brabant,254
2020-04-12,2020-03-29,Noord-Brabant,132
2020-04-12,2020-03-30,Noord-Brabant,192
2020-04-12,2020-03-31,Noord-Brabant,234
2020-04-12,2020-04-01,Noord-Brabant,144
2020-04-12,2020-04-02,Noord-Brabant,188
2020-04-12,2020-04-03,Noord-Brabant,188
2020-04-12,2020-04-04,Noord-Brabant,205
2020-04-12,2020-04-05,Noord-Brabant,151
2020-04-12,2020-04-06,Noord-Brabant,143
2020-04-12,2020-04-07,Noord-Brabant,213
2020-04-12,2020-04-08,Noord-Brabant,216
2020-04-12,2020-04-09,Noord-Brabant,183
2020-04-12,2020-04-10,Noord-Brabant,305
2020-04-12,2020-04-11,Noord-Brabant,71
2020-04-12,2020-04-12,Noord-Brabant,0
2020-04-12,2020-02-27,Zeeland,0
2020-04-12,2020-02-28,Zeeland,0
2020-04-12,2020-02-29,Zeeland,0
2020-04-12,2020-03-01,Zeeland,0
2020-04-12,2020-03-02,Zeeland,0
2020-04-12,2020-03-03,Zeeland,0
2020-04-12,2020-03-04,Zeeland,0
2020-04-12,2020-03-05,Zeeland,1
2020-04-12,2020-03-06,Zeeland,0
2020-04-12,2020-03-07,Zeeland,0
2020-04-12,2020-03-08,Zeeland,0
2020-04-12,2020-03-09,Zeeland,3
2020-04-12,2020-03-10,Zeeland,3
2020-04-12,2020-03-11,Zeeland,2
2020-04-12,2020-03-12,Zeeland,0
2020-04-12,2020-03-13,Zeeland,4
2020-04-12,2020-03-14,Zeeland,4
2020-04-12,2020-03-15,Zeeland,2
2020-04-12,2020-03-16,Zeeland,4
2020-04-12,2020-03-17,Zeeland,4
2020-04-12,2020-03-18,Zeeland,8
2020-04-12,2020-03-19,Zeeland,4
2020-04-12,2020-03-20,Zeeland,16
2020-04-12,2020-03-21,Zeeland,1
2020-04-12,2020-03-22,Zeeland,8
2020-04-12,2020-03-23,Zeeland,5
2020-04-12,2020-03-24,Zeeland,12
2020-04-12,2020-03-25,Zeeland,19
2020-04-12,2020-03-26,Zeeland,24
2020-04-12,2020-03-27,Zeeland,7
2020-04-12,2020-03-28,Zeeland,13
2020-04-12,2020-03-29,Zeeland,19
2020-04-12,2020-03-30,Zeeland,11
2020-04-12,2020-03-31,Zeeland,21
2020-04-12,2020-04-01,Zeeland,17
2020-04-12,2020-04-02,Zeeland,23
2020-04-12,2020-04-03,Zeeland,8
2020-04-12,2020-04-04,Zeeland,34
2020-04-12,2020-04-05,Zeeland,30
2020-04-12,2020-04-06,Zeeland,9
2020-04-12,2020-04-07,Zeeland,25
2020-04-12,2020-04-08,Zeeland,30
2020-04-12,2020-04-09,Zeeland,30
2020-04-12,2020-04-10,Zeeland,13
2020-04-12,2020-04-11,Zeeland,13
2020-04-12,2020-04-12,Zeeland,0
2020-04-12,2020-02-27,Friesland,0
2020-04-12,2020-02-28,Friesland,0
2020-04-12,2020-02-29,Friesland,0
2020-04-12,2020-03-01,Friesland,0
2020-04-12,2020-03-02,Friesland,0
2020-04-12,2020-03-03,Friesland,0
2020-04-12,2020-03-04,Friesland,0
2020-04-12,2020-03-05,Friesland,0
2020-04-12,2020-03-06,Friesland,0
2020-04-12,2020-03-07,Friesland,0
2020-04-12,2020-03-08,Friesland,0
2020-04-12,2020-03-09,Friesland,2
2020-04-12,2020-03-10,Friesland,1
2020-04-12,2020-03-11,Friesland,4
2020-04-12,2020-03-12,Friesland,1
2020-04-12,2020-03-13,Friesland,2
2020-04-12,2020-03-14,Friesland,1
2020-04-12,2020-03-15,Friesland,3
2020-04-12,2020-03-16,Friesland,3
2020-04-12,2020-03-17,Friesland,3
2020-04-12,2020-03-18,Friesland,3
2020-04-12,2020-03-19,Friesland,6
2020-04-12,2020-03-20,Friesland,5
2020-04-12,2020-03-21,Friesland,1
2020-04-12,2020-03-22,Friesland,5
2020-04-12,2020-03-23,Friesland,2
2020-04-12,2020-03-24,Friesland,10
2020-04-12,2020-03-25,Friesland,18
2020-04-12,2020-03-26,Friesland,15
2020-04-12,2020-03-27,Friesland,14
2020-04-12,2020-03-28,Friesland,22
2020-04-12,2020-03-29,Friesland,4
2020-04-12,2020-03-30,Friesland,7
2020-04-12,2020-03-31,Friesland,11
2020-04-12,2020-04-01,Friesland,19
2020-04-12,2020-04-02,Friesland,16
2020-04-12,2020-04-03,Friesland,21
2020-04-12,2020-04-04,Friesland,13
2020-04-12,2020-04-05,Friesland,10
2020-04-12,2020-04-06,Friesland,3
2020-04-12,2020-04-07,Friesland,39
2020-04-12,2020-04-08,Friesland,23
2020-04-12,2020-04-09,Friesland,37
2020-04-12,2020-04-10,Friesland,18
2020-04-12,2020-04-11,Friesland,18
2020-04-12,2020-04-12,Friesland,0
2020-04-12,2020-02-27,Gelderland,0
2020-04-12,2020-02-28,Gelderland,0
2020-04-12,2020-02-29,Gelderland,0
2020-04-12,2020-03-01,Gelderland,0
2020-04-12,2020-03-02,Gelderland,3
2020-04-12,2020-03-03,Gelderland,1
2020-04-12,2020-03-04,Gelderland,3
2020-04-12,2020-03-05,Gelderland,5
2020-04-12,2020-03-06,Gelderland,1
2020-04-12,2020-03-07,Gelderland,10
2020-04-12,2020-03-08,Gelderland,4
2020-04-12,2020-03-09,Gelderland,8
2020-04-12,2020-03-10,Gelderland,7
2020-04-12,2020-03-11,Gelderland,13
2020-04-12,2020-03-12,Gelderland,15
2020-04-12,2020-03-13,Gelderland,25
2020-04-12,2020-03-14,Gelderland,39
2020-04-12,2020-03-15,Gelderland,26
2020-04-12,2020-03-16,Gelderland,33
2020-04-12,2020-03-17,Gelderland,43
2020-04-12,2020-03-18,Gelderland,44
2020-04-12,2020-03-19,Gelderland,49
2020-04-12,2020-03-20,Gelderland,86
2020-04-12,2020-03-21,Gelderland,61
2020-04-12,2020-03-22,Gelderland,65
2020-04-12,2020-03-23,Gelderland,76
2020-04-12,2020-03-24,Gelderland,114
2020-04-12,2020-03-25,Gelderland,150
2020-04-12,2020-03-26,Gelderland,113
2020-04-12,2020-03-27,Gelderland,175
2020-04-12,2020-03-28,Gelderland,127
2020-04-12,2020-03-29,Gelderland,97
2020-04-12,2020-03-30,Gelderland,101
2020-04-12,2020-03-31,Gelderland,147
2020-04-12,2020-04-01,Gelderland,128
2020-04-12,2020-04-02,Gelderland,133
2020-04-12,2020-04-03,Gelderland,157
2020-04-12,2020-04-04,Gelderland,95
2020-04-12,2020-04-05,Gelderland,85
2020-04-12,2020-04-06,Gelderland,92
2020-04-12,2020-04-07,Gelderland,85
2020-04-12,2020-04-08,Gelderland,164
2020-04-12,2020-04-09,Gelderland,182
2020-04-12,2020-04-10,Gelderland,148
2020-04-12,2020-04-11,Gelderland,101
2020-04-12,2020-04-12,Gelderland,4
2020-04-12,2020-02-27,Noord-Holland,2
2020-04-12,2020-02-28,Noord-Holland,0
2020-04-12,2020-02-29,Noord-Holland,0
2020-04-12,2020-03-01,Noord-Holland,2
2020-04-12,2020-03-02,Noord-Holland,1
2020-04-12,2020-03-03,Noord-Holland,7
2020-04-12,2020-03-04,Noord-Holland,4
2020-04-12,2020-03-05,Noord-Holland,2
2020-04-12,2020-03-06,Noord-Holland,1
2020-04-12,2020-03-07,Noord-Holland,3
2020-04-12,2020-03-08,Noord-Holland,0
2020-04-12,2020-03-09,Noord-Holland,9
2020-04-12,2020-03-10,Noord-Holland,12
2020-04-12,2020-03-11,Noord-Holland,30
2020-04-12,2020-03-12,Noord-Holland,21
2020-04-12,2020-03-13,Noord-Holland,26
2020-04-12,2020-03-14,Noord-Holland,28
2020-04-12,2020-03-15,Noord-Holland,34
2020-04-12,2020-03-16,Noord-Holland,22
2020-04-12,2020-03-17,Noord-Holland,49
2020-04-12,2020-03-18,Noord-Holland,66
2020-04-12,2020-03-19,Noord-Holland,72
2020-04-12,2020-03-20,Noord-Holland,105
2020-04-12,2020-03-21,Noord-Holland,76
2020-04-12,2020-03-22,Noord-Holland,72
2020-04-12,2020-03-23,Noord-Holland,134
2020-04-12,2020-03-24,Noord-Holland,202
2020-04-12,2020-03-25,Noord-Holland,165
2020-04-12,2020-03-26,Noord-Holland,156
2020-04-12,2020-03-27,Noord-Holland,154
2020-04-12,2020-03-28,Noord-Holland,141
2020-04-12,2020-03-29,Noord-Holland,146
2020-04-12,2020-03-30,Noord-Holland,106
2020-04-12,2020-03-31,Noord-Holland,190
2020-04-12,2020-04-01,Noord-Holland,188
2020-04-12,2020-04-02,Noord-Holland,176
2020-04-12,2020-04-03,Noord-Holland,183
2020-04-12,2020-04-04,Noord-Holland,212
2020-04-12,2020-04-05,Noord-Holland,115
2020-04-12,2020-04-06,Noord-Holland,117
2020-04-12,2020-04-07,Noord-Holland,151
2020-04-12,2020-04-08,Noord-Holland,174
2020-04-12,2020-04-09,Noord-Holland,207
2020-04-12,2020-04-10,Noord-Holland,166
2020-04-12,2020-04-11,Noord-Holland,178
2020-04-12,2020-04-12,Noord-Holland,1
2020-04-12,2020-02-27,Zuid-Holland,0
2020-04-12,2020-02-28,Zuid-Holland,1
2020-04-12,2020-02-29,Zuid-Holland,0
2020-04-12,2020-03-01,Zuid-Holland,2
2020-04-12,2020-03-02,Zuid-Holland,10
2020-04-12,2020-03-03,Zuid-Holland,6
2020-04-12,2020-03-04,Zuid-Holland,3
2020-04-12,2020-03-05,Zuid-Holland,6
2020-04-12,2020-03-06,Zuid-Holland,5
2020-04-12,2020-03-07,Zuid-Holland,9
2020-04-12,2020-03-08,Zuid-Holland,3
2020-04-12,2020-03-09,Zuid-Holland,3
2020-04-12,2020-03-10,Zuid-Holland,17
2020-04-12,2020-03-11,Zuid-Holland,12
2020-04-12,2020-03-12,Zuid-Holland,20
2020-04-12,2020-03-13,Zuid-Holland,23
2020-04-12,2020-03-14,Zuid-Holland,22
2020-04-12,2020-03-15,Zuid-Holland,23
2020-04-12,2020-03-16,Zuid-Holland,39
2020-04-12,2020-03-17,Zuid-Holland,54
2020-04-12,2020-03-18,Zuid-Holland,70
2020-04-12,2020-03-19,Zuid-Holland,74
2020-04-12,2020-03-20,Zuid-Holland,102
2020-04-12,2020-03-21,Zuid-Holland,98
2020-04-12,2020-03-22,Zuid-Holland,60
2020-04-12,2020-03-23,Zuid-Holland,100
2020-04-12,2020-03-24,Zuid-Holland,126
2020-04-12,2020-03-25,Zuid-Holland,191
2020-04-12,2020-03-26,Zuid-Holland,205
2020-04-12,2020-03-27,Zuid-Holland,248
2020-04-12,2020-03-28,Zuid-Holland,156
2020-04-12,2020-03-29,Zuid-Holland,116
2020-04-12,2020-03-30,Zuid-Holland,169
2020-04-12,2020-03-31,Zuid-Holland,226
2020-04-12,2020-04-01,Zuid-Holland,233
2020-04-12,2020-04-02,Zuid-Holland,184
2020-04-12,2020-04-03,Zuid-Holland,280
2020-04-12,2020-04-04,Zuid-Holland,246
2020-04-12,2020-04-05,Zuid-Holland,212
2020-04-12,2020-04-06,Zuid-Holland,153
2020-04-12,2020-04-07,Zuid-Holland,279
2020-04-12,2020-04-08,Zuid-Holland,359
2020-04-12,2020-04-09,Zuid-Holland,258
2020-04-12,2020-04-10,Zuid-Holland,318
2020-04-12,2020-04-11,Zuid-Holland,177
2020-04-12,2020-04-12,Zuid-Holland,8
2020-04-13,2020-02-27,Drenthe,0
2020-04-13,2020-02-28,Drenthe,0
2020-04-13,2020-02-29,Drenthe,2
2020-04-13,2020-03-01,Drenthe,0
2020-04-13,2020-03-02,Drenthe,1
2020-04-13,2020-03-03,Drenthe,0
2020-04-13,2020-03-04,Drenthe,2
2020-04-13,2020-03-05,Drenthe,1
2020-04-13,2020-03-06,Drenthe,2
2020-04-13,2020-03-07,Drenthe,0
2020-04-13,2020-03-08,Drenthe,2
2020-04-13,2020-03-09,Drenthe,2
2020-04-13,2020-03-10,Drenthe,0
2020-04-13,2020-03-11,Drenthe,2
2020-04-13,2020-03-12,Drenthe,0
2020-04-13,2020-03-13,Drenthe,2
2020-04-13,2020-03-14,Drenthe,0
2020-04-13,2020-03-15,Drenthe,2
2020-04-13,2020-03-16,Drenthe,1
2020-04-13,2020-03-17,Drenthe,5
2020-04-13,2020-03-18,Drenthe,4
2020-04-13,2020-03-19,Drenthe,6
2020-04-13,2020-03-20,Drenthe,9
2020-04-13,2020-03-21,Drenthe,4
2020-04-13,2020-03-22,Drenthe,5
2020-04-13,2020-03-23,Drenthe,5
2020-04-13,2020-03-24,Drenthe,4
2020-04-13,2020-03-25,Drenthe,13
2020-04-13,2020-03-26,Drenthe,11
2020-04-13,2020-03-27,Drenthe,14
2020-04-13,2020-03-28,Drenthe,17
2020-04-13,2020-03-29,Drenthe,6
2020-04-13,2020-03-30,Drenthe,5
2020-04-13,2020-03-31,Drenthe,19
2020-04-13,2020-04-01,Drenthe,15
2020-04-13,2020-04-02,Drenthe,18
2020-04-13,2020-04-03,Drenthe,13
2020-04-13,2020-04-04,Drenthe,15
2020-04-13,2020-04-05,Drenthe,9
2020-04-13,2020-04-06,Drenthe,8
2020-04-13,2020-04-07,Drenthe,23
2020-04-13,2020-04-08,Drenthe,27
2020-04-13,2020-04-09,Drenthe,12
2020-04-13,2020-04-10,Drenthe,20
2020-04-13,2020-04-11,Drenthe,7
2020-04-13,2020-04-12,Drenthe,6
2020-04-13,2020-04-13,Drenthe,0
2020-04-13,2020-02-27,Groningen,0
2020-04-13,2020-02-28,Groningen,0
2020-04-13,2020-02-29,Groningen,0
2020-04-13,2020-03-01,Groningen,0
2020-04-13,2020-03-02,Groningen,0
2020-04-13,2020-03-03,Groningen,0
2020-04-13,2020-03-04,Groningen,0
2020-04-13,2020-03-05,Groningen,0
2020-04-13,2020-03-06,Groningen,0
2020-04-13,2020-03-07,Groningen,0
2020-04-13,2020-03-08,Groningen,0
2020-04-13,2020-03-09,Groningen,0
2020-04-13,2020-03-10,Groningen,0
2020-04-13,2020-03-11,Groningen,3
2020-04-13,2020-03-12,Groningen,1
2020-04-13,2020-03-13,Groningen,1
2020-04-13,2020-03-14,Groningen,6
2020-04-13,2020-03-15,Groningen,1
2020-04-13,2020-03-16,Groningen,0
2020-04-13,2020-03-17,Groningen,4
2020-04-13,2020-03-18,Groningen,12
2020-04-13,2020-03-19,Groningen,7
2020-04-13,2020-03-20,Groningen,19
2020-04-13,2020-03-21,Groningen,13
2020-04-13,2020-03-22,Groningen,5
2020-04-13,2020-03-23,Groningen,3
2020-04-13,2020-03-24,Groningen,26
2020-04-13,2020-03-25,Groningen,15
2020-04-13,2020-03-26,Groningen,12
2020-04-13,2020-03-27,Groningen,12
2020-04-13,2020-03-28,Groningen,8
2020-04-13,2020-03-29,Groningen,5
2020-04-13,2020-03-30,Groningen,9
2020-04-13,2020-03-31,Groningen,8
2020-04-13,2020-04-01,Groningen,8
2020-04-13,2020-04-02,Groningen,6
2020-04-13,2020-04-03,Groningen,8
2020-04-13,2020-04-04,Groningen,13
2020-04-13,2020-04-05,Groningen,3
2020-04-13,2020-04-06,Groningen,9
2020-04-13,2020-04-07,Groningen,10
2020-04-13,2020-04-08,Groningen,9
2020-04-13,2020-04-09,Groningen,14
2020-04-13,2020-04-10,Groningen,14
2020-04-13,2020-04-11,Groningen,14
2020-04-13,2020-04-12,Groningen,4
2020-04-13,2020-04-13,Groningen,0
2020-04-13,2020-02-27,Overijssel,0
2020-04-13,2020-02-28,Overijssel,0
2020-04-13,2020-02-29,Overijssel,0
2020-04-13,2020-03-01,Overijssel,0
2020-04-13,2020-03-02,Overijssel,0
2020-04-13,2020-03-03,Overijssel,1
2020-04-13,2020-03-04,Overijssel,2
2020-04-13,2020-03-05,Overijssel,2
2020-04-13,2020-03-06,Overijssel,4
2020-04-13,2020-03-07,Overijssel,0
2020-04-13,2020-03-08,Overijssel,1
2020-04-13,2020-03-09,Overijssel,3
2020-04-13,2020-03-10,Overijssel,2
2020-04-13,2020-03-11,Overijssel,2
2020-04-13,2020-03-12,Overijssel,6
2020-04-13,2020-03-13,Overijssel,5
2020-04-13,2020-03-14,Overijssel,7
2020-04-13,2020-03-15,Overijssel,9
2020-04-13,2020-03-16,Overijssel,11
2020-04-13,2020-03-17,Overijssel,18
2020-04-13,2020-03-18,Overijssel,28
2020-04-13,2020-03-19,Overijssel,37
2020-04-13,2020-03-20,Overijssel,39
2020-04-13,2020-03-21,Overijssel,29
2020-04-13,2020-03-22,Overijssel,32
2020-04-13,2020-03-23,Overijssel,33
2020-04-13,2020-03-24,Overijssel,57
2020-04-13,2020-03-25,Overijssel,73
2020-04-13,2020-03-26,Overijssel,76
2020-04-13,2020-03-27,Overijssel,61
2020-04-13,2020-03-28,Overijssel,89
2020-04-13,2020-03-29,Overijssel,34
2020-04-13,2020-03-30,Overijssel,42
2020-04-13,2020-03-31,Overijssel,67
2020-04-13,2020-04-01,Overijssel,103
2020-04-13,2020-04-02,Overijssel,67
2020-04-13,2020-04-03,Overijssel,121
2020-04-13,2020-04-04,Overijssel,83
2020-04-13,2020-04-05,Overijssel,79
2020-04-13,2020-04-06,Overijssel,67
2020-04-13,2020-04-07,Overijssel,50
2020-04-13,2020-04-08,Overijssel,135
2020-04-13,2020-04-09,Overijssel,147
2020-04-13,2020-04-10,Overijssel,99
2020-04-13,2020-04-11,Overijssel,78
2020-04-13,2020-04-12,Overijssel,36
2020-04-13,2020-04-13,Overijssel,0
2020-04-13,2020-02-27,Utrecht,0
2020-04-13,2020-02-28,Utrecht,0
2020-04-13,2020-02-29,Utrecht,5
2020-04-13,2020-03-01,Utrecht,3
2020-04-13,2020-03-02,Utrecht,17
2020-04-13,2020-03-03,Utrecht,6
2020-04-13,2020-03-04,Utrecht,8
2020-04-13,2020-03-05,Utrecht,10
2020-04-13,2020-03-06,Utrecht,2
2020-04-13,2020-03-07,Utrecht,4
2020-04-13,2020-03-08,Utrecht,1
2020-04-13,2020-03-09,Utrecht,8
2020-04-13,2020-03-10,Utrecht,12
2020-04-13,2020-03-11,Utrecht,11
2020-04-13,2020-03-12,Utrecht,6
2020-04-13,2020-03-13,Utrecht,30
2020-04-13,2020-03-14,Utrecht,22
2020-04-13,2020-03-15,Utrecht,20
2020-04-13,2020-03-16,Utrecht,21
2020-04-13,2020-03-17,Utrecht,29
2020-04-13,2020-03-18,Utrecht,22
2020-04-13,2020-03-19,Utrecht,35
2020-04-13,2020-03-20,Utrecht,57
2020-04-13,2020-03-21,Utrecht,53
2020-04-13,2020-03-22,Utrecht,66
2020-04-13,2020-03-23,Utrecht,53
2020-04-13,2020-03-24,Utrecht,82
2020-04-13,2020-03-25,Utrecht,91
2020-04-13,2020-03-26,Utrecht,83
2020-04-13,2020-03-27,Utrecht,97
2020-04-13,2020-03-28,Utrecht,65
2020-04-13,2020-03-29,Utrecht,57
2020-04-13,2020-03-30,Utrecht,62
2020-04-13,2020-03-31,Utrecht,66
2020-04-13,2020-04-01,Utrecht,95
2020-04-13,2020-04-02,Utrecht,62
2020-04-13,2020-04-03,Utrecht,105
2020-04-13,2020-04-04,Utrecht,53
2020-04-13,2020-04-05,Utrecht,51
2020-04-13,2020-04-06,Utrecht,53
2020-04-13,2020-04-07,Utrecht,68
2020-04-13,2020-04-08,Utrecht,63
2020-04-13,2020-04-09,Utrecht,58
2020-04-13,2020-04-10,Utrecht,56
2020-04-13,2020-04-11,Utrecht,77
2020-04-13,2020-04-12,Utrecht,75
2020-04-13,2020-04-13,Utrecht,0
2020-04-13,2020-02-27,Flevoland,0
2020-04-13,2020-02-28,Flevoland,0
2020-04-13,2020-02-29,Flevoland,0
2020-04-13,2020-03-01,Flevoland,0
2020-04-13,2020-03-02,Flevoland,1
2020-04-13,2020-03-03,Flevoland,1
2020-04-13,2020-03-04,Flevoland,0
2020-04-13,2020-03-05,Flevoland,0
2020-04-13,2020-03-06,Flevoland,0
2020-04-13,2020-03-07,Flevoland,0
2020-04-13,2020-03-08,Flevoland,0
2020-04-13,2020-03-09,Flevoland,0
2020-04-13,2020-03-10,Flevoland,1
2020-04-13,2020-03-11,Flevoland,1
2020-04-13,2020-03-12,Flevoland,4
2020-04-13,2020-03-13,Flevoland,5
2020-04-13,2020-03-14,Flevoland,4
2020-04-13,2020-03-15,Flevoland,2
2020-04-13,2020-03-16,Flevoland,3
2020-04-13,2020-03-17,Flevoland,6
2020-04-13,2020-03-18,Flevoland,7
2020-04-13,2020-03-19,Flevoland,3
2020-04-13,2020-03-20,Flevoland,12
2020-04-13,2020-03-21,Flevoland,10
2020-04-13,2020-03-22,Flevoland,8
2020-04-13,2020-03-23,Flevoland,1
2020-04-13,2020-03-24,Flevoland,14
2020-04-13,2020-03-25,Flevoland,11
2020-04-13,2020-03-26,Flevoland,13
2020-04-13,2020-03-27,Flevoland,13
2020-04-13,2020-03-28,Flevoland,15
2020-04-13,2020-03-29,Flevoland,11
2020-04-13,2020-03-30,Flevoland,16
2020-04-13,2020-03-31,Flevoland,30
2020-04-13,2020-04-01,Flevoland,12
2020-04-13,2020-04-02,Flevoland,16
2020-04-13,2020-04-03,Flevoland,18
2020-04-13,2020-04-04,Flevoland,13
2020-04-13,2020-04-05,Flevoland,12
2020-04-13,2020-04-06,Flevoland,13
2020-04-13,2020-04-07,Flevoland,14
2020-04-13,2020-04-08,Flevoland,13
2020-04-13,2020-04-09,Flevoland,19
2020-04-13,2020-04-10,Flevoland,46
2020-04-13,2020-04-11,Flevoland,16
2020-04-13,2020-04-12,Flevoland,29
2020-04-13,2020-04-13,Flevoland,2
2020-04-13,2020-02-27,Limburg,0
2020-04-13,2020-02-28,Limburg,0
2020-04-13,2020-02-29,Limburg,0
2020-04-13,2020-03-01,Limburg,0
2020-04-13,2020-03-02,Limburg,1
2020-04-13,2020-03-03,Limburg,4
2020-04-13,2020-03-04,Limburg,4
2020-04-13,2020-03-05,Limburg,1
2020-04-13,2020-03-06,Limburg,2
2020-04-13,2020-03-07,Limburg,5
2020-04-13,2020-03-08,Limburg,7
2020-04-13,2020-03-09,Limburg,8
2020-04-13,2020-03-10,Limburg,20
2020-04-13,2020-03-11,Limburg,20
2020-04-13,2020-03-12,Limburg,21
2020-04-13,2020-03-13,Limburg,31
2020-04-13,2020-03-14,Limburg,33
2020-04-13,2020-03-15,Limburg,13
2020-04-13,2020-03-16,Limburg,58
2020-04-13,2020-03-17,Limburg,43
2020-04-13,2020-03-18,Limburg,51
2020-04-13,2020-03-19,Limburg,68
2020-04-13,2020-03-20,Limburg,91
2020-04-13,2020-03-21,Limburg,63
2020-04-13,2020-03-22,Limburg,71
2020-04-13,2020-03-23,Limburg,59
2020-04-13,2020-03-24,Limburg,126
2020-04-13,2020-03-25,Limburg,79
2020-04-13,2020-03-26,Limburg,113
2020-04-13,2020-03-27,Limburg,141
2020-04-13,2020-03-28,Limburg,83
2020-04-13,2020-03-29,Limburg,119
2020-04-13,2020-03-30,Limburg,84
2020-04-13,2020-03-31,Limburg,107
2020-04-13,2020-04-01,Limburg,78
2020-04-13,2020-04-02,Limburg,135
2020-04-13,2020-04-03,Limburg,123
2020-04-13,2020-04-04,Limburg,114
2020-04-13,2020-04-05,Limburg,94
2020-04-13,2020-04-06,Limburg,107
2020-04-13,2020-04-07,Limburg,120
2020-04-13,2020-04-08,Limburg,111
2020-04-13,2020-04-09,Limburg,107
2020-04-13,2020-04-10,Limburg,69
2020-04-13,2020-04-11,Limburg,94
2020-04-13,2020-04-12,Limburg,16
2020-04-13,2020-04-13,Limburg,2
2020-04-13,2020-02-27,Noord-Brabant,1
2020-04-13,2020-02-28,Noord-Brabant,3
2020-04-13,2020-02-29,Noord-Brabant,5
2020-04-13,2020-03-01,Noord-Brabant,6
2020-04-13,2020-03-02,Noord-Brabant,13
2020-04-13,2020-03-03,Noord-Brabant,14
2020-04-13,2020-03-04,Noord-Brabant,15
2020-04-13,2020-03-05,Noord-Brabant,13
